id,(Intercept),sexmale
de4c8f59c9c37b7b6e73149398d53aea,-0.509612566098549,2.625708690295848
e7dd01d01c0203abc3708549d99e4e9c,0.03923507180600738,-0.4342855678706211
65d43491988bfe557da4d86a5ba25dae,1.4007763844424352,0.06177207898718354
b0a41da16f5aac6c22cf64661cc3666c,0.18072070925549488,0.35242152970862706
dd8229814f2d127e61ac92c5d275db8b,1.1292004912809008,-0.7795923601559788
77a920bd965da12d31f93c1adf2c5ea1,-0.34745338701060635,0.3430507004896013
6c33785c46c3fef68941d9addceaf948,-0.08668141482906333,0.3326445896661503
c10442f1117bbfe857fcc8b57429324e,0.13580433419443771,-0.3707037804693635
922d33a2963d3e87a3d4df6b82371235,0.6911221346136586,0.22397629927635762
8059cc93ba42a3cc1bd6acfdba84b0e1,0.49915150478389203,0.44725017982244075
68c56896f754db932a51a88ebad5bc6a,-0.08668141482906333,-0.1712186181851359
98cea5793fe96443ce3fd0bee61c8257,0.9436294741239363,-0.42746435728124
ca6c2b3b469c08212142e8821c65882a,1.3912403063073984,0.11800428352290163
ff9d93d7b7e46787568f2d241caeaf3b,0.06280530479026003,-0.18251966475416487
41e6c0b55654af1d5cd503359fb77d18,0.18147486221548814,-0.2486918656011918
f89e77104762c7e39a9e0fb88c3ba6b3,-0.2735114540938642,0.1873966740944283
d0850fa09a74f1ae098a74cbad99df1c,0.0027597918945881927,-0.28583239240077757
496ecde24f9ab698992413d3d4f04b5f,-0.24832138143778643,-0.01835869454789832
35aebc06c05eae9482cd21de7efefa4c,0.009921661044648755,0.4585835881532191
63afe8e6aac58bf0d670a82ca5bc574c,0.07174977310543018,-0.2718875410729672
ec569b4b81c360ab207a3fb569f2cbf4,-0.2447747469028868,0.13911227964196485
a814e18dc6c018749b8c0e8f314a63aa,-0.226179450960036,-0.10232873708643014
0920dcf0f62fb2b3ab9e32f1c4edec37,-0.010532448024393348,0.7368290674155848
5cc60d73433e688bb13872d35d4d539e,0.06661500829466471,-0.5532165284149543
374b724806294b861c4ed5cfb74e2f31,0.24676913238450593,-0.9742349656628092
1cda9c511fb9294e8a6ea668218a0461,0.002759791894588415,0.1957171186752378
969670ccc4c4884f577bdc0b869b4abc,-0.5096125660985489,0.8152347807704772
2cf16665a9c4d530e76ab060fec2925b,-0.26874825294053517,0.15334234084137124
6472eb8b1e09f892aca2f23182962903,0.018750709212097094,-0.29827667518338674
f721d83108dd078d9769b367dfa3c1d9,0.6426028513374947,-0.2704311001846187
04ecfad5772d2e09a84a0f5ef460536c,3.634758700475933,-0.1680880047277682
cb41a6b391db0fcb3b9759b4d13b2e22,-0.2413729140261987,0.27030782902720063
54849e296ea0565e551770e46f837036,-0.07873889984536991,-0.25702023628356546
