id,(Intercept),sexmale
de4c8f59c9c37b7b6e73149398d53aea,-3.609902647275751,4.393873931757545
e7dd01d01c0203abc3708549d99e4e9c,0.11524910468136307,-0.89264432093514
65d43491988bfe557da4d86a5ba25dae,2.3636974242339877,0.07435669315613246
b0a41da16f5aac6c22cf64661cc3666c,0.5748007140276259,0.5974759422724293
dd8229814f2d127e61ac92c5d275db8b,1.9425740573474022,-1.0983455540858473
77a920bd965da12d31f93c1adf2c5ea1,-1.4279869706953008,0.8150196929506591
6c33785c46c3fef68941d9addceaf948,-0.2987526829924607,0.7634986603549035
c10442f1117bbfe857fcc8b57429324e,0.2877857032476846,-0.6006466530702417
922d33a2963d3e87a3d4df6b82371235,1.408575074846526,0.29777978782924236
8059cc93ba42a3cc1bd6acfdba84b0e1,0.9006188520889085,0.598431234800016
68c56896f754db932a51a88ebad5bc6a,-0.300278913059634,-0.38445875558914233
98cea5793fe96443ce3fd0bee61c8257,1.5556663068590229,-0.479259927772524
ca6c2b3b469c08212142e8821c65882a,2.9095884909365157,0.14709009614376936
ff9d93d7b7e46787568f2d241caeaf3b,0.18376696811630291,-0.35182696088476895
41e6c0b55654af1d5cd503359fb77d18,0.4951470118702168,-0.5545257706777502
f89e77104762c7e39a9e0fb88c3ba6b3,-1.468582676874676,0.5438768808407392
d0850fa09a74f1ae098a74cbad99df1c,0.008826440173143263,-0.5881166766081315
496ecde24f9ab698992413d3d4f04b5f,-1.2074671734001998,-0.04534186645363886
35aebc06c05eae9482cd21de7efefa4c,0.026809737962485817,0.782861602570549
63afe8e6aac58bf0d670a82ca5bc574c,0.21725176319451428,-0.5368456910770312
ec569b4b81c360ab207a3fb569f2cbf4,-1.1741658434301057,0.27887134419851145
a814e18dc6c018749b8c0e8f314a63aa,-0.950228046390706,-0.2655738202572306
0920dcf0f62fb2b3ab9e32f1c4edec37,-0.035638180064839584,1.2308382711113206
5cc60d73433e688bb13872d35d4d539e,0.20644813224464498,-1.3653978593534983
